School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6643333.0,Hawarden Village Va,664.0,Flintshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Cross Tree Lane,Hawarden,Flintshire,,CH5 3PY,01244 532091,457.0
6643334.0,Lixwm Church in Wales  Voluntary Aided School,664.0,Flintshire,Primary,Voluntary aided,0 ,Not available,Primary,Church in Wales,Lixwm Primary School,,Lixwm CP School,Lixwm Holywell,CH8 8NQ,,54.0
6644000.0,Hawarden High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,The Highway,Hawarden,Deeside,Flintshire,CH5 3DN,01244 526400,1100.0
6644006.0,Alun School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Wrexham Road,Mold,Flintshire,,CH7 1EP,01352 750755,1560.0
6644011.0,Elfed High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Mill Lane,Buckley,Flintshire,,CH7 3HQ,01244 550217,874.0
6644012.0,Ysgol Treffynnon,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,The Strand,Holywell,Flintshire,,CH8 7EN,01352 710011,480.0
6644013.0,St. David's High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,St David's Terrace,Saltney,Chester,Flintshire,CH4 0AE,01244 671583,346.0
6644017.0,Castell Alun High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Fagl Lane,Hope,Flintshire,,LL12 9PY,01978 760238,1344.0
6644018.0,Ysgol Maes Garmon,664.0,Flintshire,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Stryd Conwy,Yr Wyddgrug,Sir Y Fflint,,CH7 1JB,01352 750678,529.0
6644021.0,Flint High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Maes Hyfryd,Flintshire,,,CH6 5LL,01352 732268,839.0
6644022.0,"Connah's Quay High School,",664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Golftyn Lane,Connah's Quay,Flintshire,,CH5 4BH,01244 813491,1010.0
6644042.0,Argoed High School,664.0,Flintshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Bryn Road,Bryn Y Baal,Nr Mold,Flintshire,CH7 6RY,01352 756414,541.0
6644600.0,St. Richard Gwyn Catholic High School,664.0,Flintshire,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Albert Avenue,Flint,,,CH6 5JZ,01352 736900,773.0
6645200.0,Derwen Foundation School,664.0,Flintshire,Primary,Foundation,EM,English medium,"Nursery, Infants & Juniors",---,Higher Kinnerton,Flintshire,,,CH4 9AJ,01244 660291,213.0
6647020.0,Pen Coch,664.0,Flintshire,Special,Not Applicable,NA,Not applicable,Special (without post-16 provision),---,Prince of Wales Avenue,Flint,Flintshire,,CH6 5DL,01352 792730,100.0
6647021.0,Ysgol Maes Hyfryd,664.0,Flintshire,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Fifth Avenue,Flint,Flintshire,,CH6 5QL,01352 792720,112.0
6651007.0,Ysgol Cae’r Gwenyn,665.0,Wrexham,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Prince Charles Road,Wrexham,,,LL13 8TH,01978 356177,36.0
6652076.0,The Rofft Cp School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wynnstay Lane,Marford,Wrexham,,LL12 8LA,01978 853116,238.0
6652137.0,Froncysyllte,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Woodlands Road,Froncysyllte,Llangollen,Wrexham,LL20 7SU,01691 773310,39.0
6652138.0,Garth Cp,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trevor,Llangollen,Wrexham,,LL20 7UY,01978 820582,68.0
6652139.0,Ysgol Cynddelw,665.0,Wrexham,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,New Road,Glynceiriog,Llangollen,,LL20 7HH,01691 718426,105.0
6652140.0,Llanarmon Dc School,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanarmon Dyffryn,Ceiriog,Nr Llangollen,,LL20 7LF,01691 600278,19.0
6652149.0,Ysgol Acrefair,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tower View,Acrefair,Wrexham,,LL14 3SH,01978 820616,230.0
6652151.0,Cefn Mawr C P School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Plas Kynaston Lane,Cefn Mawr,Wrexham,,LL14 3PY,01978 820719,187.0
6652160.0,Ysgol Maes-Y-Llan,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes y Llan Lane,Ruabon,Wrexham,,LL14 6AE,01978 820991,184.0
6652162.0,Ysgol Min y Ddol,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Lon Plas Kynmaston,Cefn Mawr,Wrexham,,LL14 3PY,01978 820903,107.0
6652173.0,Alexandra C P School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Avenue,Bodhyfryd,Wrexham,,LL12 7AZ,01978 315120,392.0
6652176.0,Brynteg C P School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesteg,Brynteg,Wrexham,,LL11 6NB,01978 756398,203.0
6652178.0,Bwlchgwyn School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brymbo Road,Bwlchgwyn,Wrexham,,LL11 5UA,01978 757743,105.0
6652179.0,Ysgol Tan-y-Fron,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tanyfron Road,Tanyfron,Wrexham,,LL11 5SA,01978 758118,150.0
6652187.0,Black Lane C P School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Long Lane,Pentre Broughton,Wrexham,,LL11 6BT,01978 757959,153.0
6652191.0,Rhosddu County Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Price's Lane,Rhosddu,Wrexham,,LL11 2NB,01978 318830,283.0
6652200.0,Rhostyllen Cp School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Street,Rhostyllen,Wrexham,,LL14 4AN,01978 352357,218.0
6652204.0,Ysgol Deiniol C P,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,The Ridgeway,Marchwiel,Wrexham,,LL13 0SB,01978 353760,189.0
6652208.0,Barker's Lane Cp,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Barker's Lane,Wrexham,,,LL13 9UN,01978 357754,227.0
6652209.0,Wat's Dyke County Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garden Village,Wrexham,,,LL11 2TE,01978 355731,333.0
6652224.0,Ysgol Bryn Tabor,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Maelor,Coedpoeth,Wrecsam,,LL11 3NB,01978 722180,272.0
6652232.0,Ysgol Sant Dunawd,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sandown Road,Bangor-On-Dee,Wrexham,,LL13 0JA,01978 780757,110.0
6652235.0,Holt C.P. School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Street,Holt,Wrexham,,LL13 9DJ,01829 270021,89.0
6652238.0,Ysgol Bodhyfryd,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Range Road,Wrexham,,,LL13 7DA,01978 351168,379.0
6652259.0,Ysgol I.D. Hooson,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Caradoc,Pentredwr,Rhos,Wrexham,LL14 2DX,01978 832950,296.0
6652263.0,Ysgol Plas Coch,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Stansty,Plas Coch,Wrexham,,LL11 2BU,01978 311198,310.0
6652266.0,Penygelli C P School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Glyndwr,Coedpoeth,Wrexham,,LL11 3HA,01978 722160,317.0
6652267.0,Ysgol Penrhyn New Broughton Cp,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Lane,New Broughton,Wrexham,,LL11 6SF,01978 756926,196.0
6652268.0,Ysgol Heulfan,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sunny View,Gwersylit,Wrexham,,LL11 4HS,01978 722040,364.0
6652269.0,Hafod Y Wern Community Primary School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Deva Way,Caia Park,Wrexham,,LL13 9HD,01978 367080,311.0
6652270.0,Gwenfro Community Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Queensway,Wrexham,,,LL13 8UW,01978 340380,362.0
6652271.0,Park Community Primary School Llay,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Llay,Wrexham,,LL12 0TR,01978 859100,338.0
6652272.0,Rhosymedre Community Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Parc Road,Rhosymedre,Wrexham,,LL14 3EG,01978 812510,243.0
6652273.0,Ysgol Maes y Mynydd,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pentredwr,Rhosllanerchrugog,Wrexham,,LL14 1DD,01978 832970,344.0
6652274.0,Gwersyllt Community Primary School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dodds Lane,Gwersyllt,Wrexham,,LL11 4NT,01978 269520,258.0
6652275.0,Penycae Community Primary School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Afoneitha Road,Penycae,Wrexham,,LL14 2PF,01978 840509,228.0
6652276.0,Acton Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Box Lane,Wrexham,,,LL12 8BT,01978 318950,418.0
6652277.0,Victoria Community Primary,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Poyster Street,Wrexham,,,LL13 7RP,01978 360060,468.0
6652278.0,Ysgol y Waun,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lloyds Lane,Chirk,Wrexham,,LL14 5NH,01691 770530,358.0
6652279.0,Ysgol Bro Alun,665.0,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Delamere Avenue,Gwersyllt,Wrexham,,LL11 4NG,01978 269580,265.0
6652280.0,Ysgol Yr Hafod,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BANGOR ROAD,JOHNSTOWN,Wrexham,,LL14 2SW,01978 840643,350.0
6652281.0,Borras Park Community Primary School,665.0,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BORRAS PARK ROAD,Borras Park,Wrexham,,LL12 7TH,01978 346890,469.0
6653028.0,St Peter's School,665.0,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Chapel Lane,Rossett,Wrexham,,LL12 0EE,01244 570594,220.0
6653036.0,Pentre Ciw Voluntary Controlled,665.0,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pentre,Chirk,Wrexham,,LL14 5AW,01691 773322,65.0
6653042.0,Eyton Primary School,665.0,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Bangor Road,Eyton,Wrexham,,LL13 0YD,01978 823392,62.0
6653054.0,Borderbrook School,665.0,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Talwrn Green,Malpas,Willington,Wrexham,SY14 7LJ,01948 770676,20.0
6653055.0,St Giles Controlled Primary School,665.0,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Madeira Hill ,Wrexham,,,LL13 7DG,01978 318880,399.0
6653301.0,Bronington Church In Wales V.A,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Lane,Bronington,Whitchurch,Wrexham,SY13 3HN,01948 780283,53.0
6653305.0,Madras Va School,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Penley,Wrexham,,,LL13 0LU,01978 710419,135.0
6653326.0,St Chad's Church In Wales Aided School,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Hanmer,Whitchurch,Wrexham,,SY13 3DG,01948 830238,79.0
6653334.0,St Mary's Rc Primary,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Lea Road,Wrexham,,,LL13 7NA,01978 352406,373.0
6653337.0,Minera,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minera Hall Road,Minera,Wrexham,,LL11 3YE,01978 269500,103.0
6653338.0,All Saints Voluntary Aided Sch,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Hill,Gresford,Wrexham,,LL12 8RW,01978 852342,282.0
6653341.0,St Mary's Church In Wales,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Park Street,Ruabon,Wrexham,,LL14 6LE,01978 820979,238.0
6653342.0,Brymbo Aided (St. Mary's),665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Ael y Bryn,Brymbo,Wrexham,,LL11 5DA,01978 722970,133.0
6653343.0,St Anne's Catholic Primary,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Prince Charles Road,Wrexham,,,LL13 8TH,01978 261623,179.0
6653346.0,St Mary's Overton,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Lane,Overton On Dee,Wrexham,,LL13 0ES,01978 710370,173.0
6653347.0,St Paul's Voluntary Aided,665.0,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Bowling Bank,Isycoed,Wrexham,,LL13 9RL,01978 661556,46.0
6654029.0,Grango,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Vinegar Hill,Rhos,Wrexham,,LL14 1EL,01978 833010,535.0
6654032.0,Ysgol Morgan Llwyd,665.0,Wrexham,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Cefn,Wrecsam,,,LL13 9NG,01978 315050,779.0
6654033.0,Ysgol Bryn Alyn,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Church Street,Gwersyllt,Wrexham,,LL11 4HB,01978 720700,697.0
6654034.0,Darland High School,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Chester Road,Rossett,Wrexham,,LL12 0DL,01244 570588,832.0
6654044.0,Ysgol Rhiwabon,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ruabon,Wrexham,,,LL14 6BT,01978 822392,439.0
6654048.0,Rhosnesni High School,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Rhosnesni Lane,Wrexham,,,LL13 9ET,01978 340840,808.0
6654049.0,Ysgol Clywedog,665.0,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ruthin Road,Wrexham,,,LL13 7UB,01978 346800,783.0
6654603.0,St Joseph's Catholic And Anglican High,665.0,Wrexham,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic & Anglican,Sontley Road,Wrexham,,,LL13 7EN,01978 360310,724.0
6655401.0,The Maelor School,665.0,Wrexham,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Penley,Wrexham,,,LL13 0LU,01948 830291,806.0
6657005.0,St Christophers School,665.0,Wrexham,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Stockwell Grove,Wrexham,,,LL13 7BW,01978 346910,291.0
6662002.0,Abermule Primary School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Abermule,Montgomery,Powys,,SY15 6ND,01686 630240,50.0
6662003.0,Arddleen C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Arddleen,Llanymynech,Powys,,SY22 6RT,01938 590445,93.0
6662005.0,Berriew C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Berriew,Welshpool,Powys,,SY21 8BA,01686 640312,88.0
6662008.0,Caersws C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesawelon,Caersws,Powys,,SY17 5HG,01686 688458,68.0
6662009.0,Ysgol Gynradd Carno,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Carno,Y Drenewydd,Powys,,SY17 5LH,01686 420209,43.0
6662010.0,Carreghofa C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanymynech,Powys,,,SY22 6PA,01691 830396,86.0
6662018.0,Leighton C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Leighton,Welshpool,Powys,,SY21 8HH,01938 553261,71.0
6662019.0,Ysgol Llanbrynmair,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanbrynmair,Powys,,,SY19 7DJ,01650 521339,61.0
6662020.0,Llandinam C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llandinam,Powys,,,SY17 5BY,01686 688457,46.0
6662021.0,Ysgol Gynradd Llanfair Caereinion,666.0,Powys,Primary,Community,DS,Dual Stream,Infants & Juniors,---,Llanfair Caereinion,Welshpool,Powys,,SY21 0SF,01938 810470,166.0
6662033.0,Meifod C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6DF,01938 500300,82.0
6662040.0,Penygloddfa C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Lane,,,Newtown,SY16 2DF,01686 626715,291.0
6662041.0,Ysgol Pontrobert,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6JN,01938 500394,37.0
6662044.0,Ysgol Dyffryn Trannon,666.0,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Trefeglwys,Newtown,Powys,,SY17 5PH,01686 430644,129.0
6662048.0,Ladywell Green Infants School,666.0,Powys,Primary,Community,EM,English medium,Nursery & Infants,---,Newtown,Powys,,,SY16 1EG,01686 626303,93.0
6662049.0,Guilsfield C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Guilsfield,Nr Welshpool,Powys,,SY21 9ND,01938 553979,147.0
6662050.0,Llanidloes C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangurig Road,Llanidloes,Powys,,SY18 6EX,01686 412603,288.0
6662051.0,Buttington Trewern C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Buttington,Welshpool,Powys,,SY21 8TB,01938 570283,152.0
6662053.0,Brynhafren C.P. School,666.0,Powys,Primary,Community,EM,English medium,Infants & Juniors,---,Bryn Hafren,,,Shrewsbury,SY5 9BJ,01743 884455,44.0
6662054.0,Churchstoke C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Churchstoke,Montgomery,Powys,,SY15 6AA,01588 620330,25.0
6662056.0,Hafren C.P. School,666.0,Powys,Primary,Community,EM,English medium,Juniors,---,Park Lane,Newtown,Powys,,SY16 1EG,01686 626143,146.0
6662058.0,Ysgol Gynradd Glantwymyn,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cemmaes Road,Machynlleth,Powys,,SY20 8LX,01650 511394,70.0
6662059.0,Ysgol Pennant,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penybont Fawr,Oswestry,Salop,,SY10 0PD,01691 860326,70.0
6662060.0,Maesyrhandir C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1LH,01686 626337,143.0
6662062.0,Treowen C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1NH,01686 627569,131.0
6662066.0,Franksbridge C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Franksbridge,Llandrindod Wells,Powys,,LD1 5SA,01982 570275,38.0
6662068.0,Llanbister C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanbister,Llandrindod Wells,Powys,,LD1 6TN,01597 840258,61.0
6662070.0,Ysgol Cefnllys,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefnllys Lane,Llandrindod Wells,Powys,,LD1 5WA,01597 822297,232.0
6662071.0,Llanfihangel Rhydithon C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dolau,Llandrindod Wells,Powys,,LD1 5TW,01597 851289,33.0
6662075.0,Presteigne C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Slough Road,Presteigne,Powys,,LD8 2NH,01544 267422,151.0
6662076.0,Radnor Valley C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Radnor,Presteigne,Powys,,LD8 2SS,01544 350203,47.0
6662077.0,Crossgates C.P. School,666.0,Powys,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Crossgates,Llandrindod Wells,Powys,,LD1 6RE,01597 851667,143.0
6662079.0,Mount Street C.P. Junior,666.0,Powys,Primary,Community,EM,English medium,Juniors,---,Brecon,Powys,,,LD3 7LU,01874 622262,152.0
6662080.0,Mount Street C.P. Infants,666.0,Powys,Primary,Community,EM,English medium,Nursery & Infants,---,Rhosferig Road,Brecon,Powys,,LD3 7NG,01874 623038,150.0
6662084.0,Ysgol Dolafon,666.0,Powys,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llanwrtyd Wells,Powys,,,LD5 4RA,01591 610326,53.0
6662089.0,Builth Wells C.P. School,666.0,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Hospital Road,Builth Wells,Powys,,LD2 3GA,01982 553600,206.0
6662092.0,Sennybridge C.P. School,666.0,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sennybridge,,,Brecon,LD3 8RS,01874 636268,126.0
6662113.0,Crickhowell C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crickhowell,Powys,,,NP8 1DY,01873 810300,192.0
6662115.0,Cradoc C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cradoc,Brecon,Powys,,LD3 9LR,01874 622555,112.0
6662116.0,Hay-on-Wye C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Road,Hay-On-Wye,Powys,,HR3 5BT,01497 820339,169.0
6662117.0,Llangynidr C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangynidr,Crickhowell,Powys,,NP8 1NY,01874 730681,116.0
6662122.0,Irfon Valley C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garth,Llangammarch Wells,Powys,,LD4 4AT,01591 620281,44.0
6662125.0,Llanfaes C.P. School,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beilihelig Road,Llanfaes,Brecon,Powys,LD3 8EB,01874 623326,235.0
6662127.0,Ysgol y Bannau,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penlan,Aberhonddu,Powys,,LD3 9SR,01874 622207,117.0
6662129.0,Ysgol Rhiw Bechan,666.0,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Tregynon,Powys,,,SY16 3EH,01686 650303,167.0
6662146.0,Llanrhaeadr Ym Mochnant C.P. School,666.0,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Llanrhaeadr Ym Mochnant,Oswestry,Salop,,SY10 0LG,01691 780352,75.0
6662147.0,Ysgol Bro Cynllaith,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llansilin,Oswestry,Salop,,SY10 7QB,01691 791365,26.0
6662148.0,Ysgol Dafydd Llwyd,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plantation Lane,Newtown,Powys,,SY16 1JE,01686 622162,154.0
6662149.0,Ysgol y Cribarth,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Abercrave,Swansea,,SA9 1XD,01639 731500,127.0
6662150.0,Ysgol Golwg y Cwm,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendreladus,Ystradgynlais,Powys,,SA9 1SE,01639 846070,218.0
6662151.0,Ysgol Bro Tawe,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd yr Afon,Ystradgynlais,Swansea,,SA9 1BU,01639 846000,187.0
6662152.0,Ysgol Gymraeg Dyffryn y Glowyr,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bethel Road,Lower Cwmtwrch,Swansea,,SA9 2PT,01639 846060,402.0
6662153.0,Ysgol y Mynydd Du,666.0,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Talgarth,Powys,,LD3 0DQ,01874 712860,104.0
6662154.0,Ysgol Gymraeg y Trallwng,666.0,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Red Bank,,,Welshpool,SY21 7PW,01938 552005,78.0
6663000.0,Llanfechain C.I.W. School,666.0,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanfechain,Powys,,,SY22 6UQ,01691 828537,44.0
6663002.0,Montgomery C.I.W. School,666.0,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Montgomery,Powys,,,SY15 6QA,01686 668387,97.0
6663016.0,Forden C.I.W. School,666.0,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Forden,Welshpool,Powys,,SY21 8NE,01938 580334,70.0
6663021.0,Llandysilio C.I.W. School,666.0,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Four Crosses,Llanymynech,Powys,,SY22 6RB,01691 830339,72.0
